what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177581263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177582903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177583150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177590461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358177591172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177594772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177594848
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1358177612455
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1358177619255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177621740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177640542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1358177640556
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1358177640975
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1358177641114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177643114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177643871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177646780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177647813
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358177649411
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1358177649412
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1358177651386
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177652325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177652869
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358177652876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177656986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177818582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1358177818603
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1358177819054
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1358177819184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1358177819956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358177820305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358177821904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358177841663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177846376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358177849997
